,red,green,blue,closest
11819,160,152,165,
11820,147,140,148,
11821,132,122,130,
11822,103,86,96,
11823,102,78,91,
11824,108,79,97,
11825,118,79,106,
11826,129,79,116,
11827,141,84,127,
11828,146,89,134,
11829,144,87,132,
11830,158,99,145,
11831,167,105,152,
11832,170,108,155,
11833,167,102,144,
11834,161,99,138,
11835,148,70,92,
11836,183,79,80,
11837,196,75,66,
11838,195,76,70,
11839,197,75,70,
11840,188,76,64,
11841,183,73,60,
11842,192,78,67,
11843,187,74,66,
11844,165,75,66,
11845,136,77,61,
11846,166,72,62,
11847,174,73,61,
11848,176,78,65,
11849,179,75,64,
11850,178,76,64,
11851,179,73,60,
11852,185,71,61,
11853,186,72,62,
11854,186,75,64,
11855,182,74,62,
11856,184,76,64,
11857,174,74,59,
11858,168,75,60,
11859,162,73,57,
11860,158,75,57,
11861,152,75,57,
11862,151,75,59,
11863,153,74,61,
11864,155,73,59,
11865,145,75,63,
11866,96,92,89,
11867,117,123,121,
11868,103,109,105,
11869,81,87,75,
11870,97,102,95,
11871,94,105,99,
11872,79,90,82,
11873,108,115,108,
11874,99,106,98,
11875,81,89,78,
11876,75,78,69,
11877,94,97,88,
11878,80,81,73,
11879,89,90,82,
11880,69,81,69,
11881,105,117,107,
11882,103,114,108,
11883,101,112,108,
11884,90,102,100,
11885,95,104,101,
11886,119,128,125,
11887,94,95,99,
11888,100,85,104,
11889,129,98,139,
11890,145,107,166,
11891,145,107,164,
11892,142,103,156,
11893,140,103,157,
11894,135,101,151,
11895,141,111,147,
11896,117,91,120,
11897,131,108,134,
11898,91,76,97,
11899,82,72,81,
11900,84,73,77,
11901,142,118,144,
11902,147,97,160,
11903,142,102,154,
11904,142,99,153,
11905,135,92,146,
11906,142,102,154,
11907,131,91,143,
11908,126,86,138,
11909,130,90,140,
11910,130,90,140,
11911,123,84,131,
11912,129,89,139,
11913,118,80,127,
11914,117,78,122,
11915,121,84,127,
11916,101,77,103,
11917,77,68,69,
11918,81,72,65,
11919,76,75,70,
11920,73,73,65,
11921,77,80,71,
11922,85,88,79,
11923,143,140,135,
11924,213,203,202,
11925,210,199,203,
11926,212,201,207,
11927,213,202,208,
11928,217,206,212,
11929,224,213,219,
11930,223,212,220,
11931,223,212,220,
11932,223,212,220,
11933,223,212,220,
11934,213,202,210,
11935,217,206,214,
11936,214,205,210,
11937,211,204,211,
11938,191,183,194,
11939,155,147,160,
11940,137,130,138,
11941,134,123,131,
11942,96,79,89,
11943,103,79,93,
11944,110,79,97,
11945,118,79,106,
11946,131,81,118,
11947,141,84,129,
11948,147,85,132,
11949,153,91,138,
11950,157,95,142,
11951,163,102,146,
11952,164,98,144,
11953,165,105,143,
11954,163,101,142,
11955,167,101,139,
11956,156,81,104,
11957,181,78,82,
11958,189,76,62,
11959,193,75,65,
11960,181,74,64,
11961,179,75,62,
11962,182,74,62,
11963,179,78,70,
11964,147,65,54,
11965,155,77,65,
11966,173,75,62,
11967,176,72,61,
11968,181,77,66,
11969,183,75,65,
11970,184,76,64,
11971,182,74,62,
11972,186,72,62,
11973,186,72,62,
11974,187,73,63,
11975,183,72,61,
11976,184,76,63,
11977,177,73,60,
11978,173,72,60,
11979,166,73,58,
11980,162,75,58,
11981,160,74,59,
11982,161,75,62,
11983,162,74,60,
11984,166,77,63,
11985,148,81,64,
11986,113,108,89,
11987,88,90,85,
11988,110,116,116,
11989,89,92,83,
11990,112,117,113,
11991,90,100,99,
11992,109,120,112,
11993,89,95,91,
11994,101,108,101,
11995,95,103,92,
11996,88,91,80,
11997,82,85,76,
11998,83,84,76,
11999,82,83,75,
12000,120,132,122,
12001,102,113,107,
12002,113,124,120,
12003,106,116,115,
12004,91,103,99,
12005,103,114,110,
12006,111,112,114,
12007,84,78,82,
12008,136,105,146,
12009,137,97,150,
12010,137,96,156,
12011,145,104,160,
12012,150,107,160,
12013,147,105,155,
12014,144,102,152,
12015,141,97,156,
12016,141,97,160,
12017,147,104,160,
12018,139,96,152,
12019,140,108,147,
12020,81,67,80,
12021,113,95,119,
12022,142,97,156,
12023,142,103,158,
12024,135,95,148,
12025,131,91,144,
12026,134,96,147,
12027,131,93,142,
12028,131,93,142,
12029,134,96,145,
12030,127,89,136,
12031,127,89,136,
12032,119,83,129,
12033,122,84,131,
12034,120,81,126,
12035,125,88,132,
12036,106,83,111,
12037,79,68,74,
12038,73,68,62,
12039,74,71,64,
12040,80,73,67,
12041,77,72,68,
12042,78,79,73,
12043,85,81,80,
12044,103,87,97,
12045,189,174,179,
12046,196,186,187,
12047,212,200,204,
12048,222,212,213,
12049,227,214,223,
12050,220,209,217,
12051,220,209,215,
12052,222,211,219,
12053,217,206,214,
12054,216,205,213,
12055,214,204,212,
12056,211,201,209,
12057,210,200,209,
12058,179,171,182,
12059,147,139,152,
12060,136,128,139,
12061,125,113,123,
12062,93,76,86,
12063,102,78,91,
12064,110,79,97,
12065,118,80,105,
12066,131,81,118,
12067,140,83,128,
12068,143,84,130,
12069,147,88,134,
12070,149,90,138,
12071,152,90,137,
12072,157,94,139,
12073,159,96,139,
12074,160,98,137,
12075,155,95,133,
12076,153,96,129,
12077,152,72,97,
12078,188,80,78,
12079,187,75,64,
12080,178,73,67,
12081,172,78,66,
12082,179,72,64,
12083,163,73,64,
12084,139,69,57,
12085,170,72,63,
12086,177,73,60,
12087,185,72,64,
12088,187,74,66,
12089,189,72,65,
12090,192,78,68,
12091,189,75,65,
12092,188,74,64,
12093,192,75,66,
12094,189,72,63,
12095,185,73,62,
12096,184,73,62,
12097,182,74,62,
12098,176,74,62,
12099,170,74,60,
12100,163,74,58,
12101,162,75,58,
12102,164,75,61,
12103,167,75,60,
12104,177,80,64,
12105,165,104,73,
12106,207,187,137,
12107,102,107,85,
12108,112,117,111,
12109,89,92,81,
12110,84,88,87,
12111,90,96,92,
12112,84,94,86,
12113,87,96,91,
12114,81,88,81,
12115,88,96,83,
12116,75,78,67,
12117,80,81,73,
12118,91,92,84,
12119,81,82,74,
12120,68,79,71,
12121,109,120,114,
12122,91,102,96,
12123,103,114,108,
12124,89,102,93,
12125,96,108,104,
12126,87,87,85,
12127,86,74,86,
12128,137,100,152,
12129,143,102,158,
12130,136,93,149,
12131,140,97,153,
12132,146,103,159,
12133,150,106,165,
12134,151,107,166,
12135,150,106,167,
12136,152,109,165,
12137,150,105,160,
12138,149,100,156,
12139,140,96,149,
12140,130,106,138,
12141,75,61,74,
12142,136,103,150,
12143,133,94,147,
12144,129,89,142,
12145,128,88,140,
12146,128,90,141,
12147,127,89,138,
12148,128,90,139,
12149,129,91,140,
12150,128,89,136,
12151,130,91,138,
12152,127,88,135,
12153,124,85,132,
12154,128,89,134,
12155,123,84,129,
12156,116,87,117,
12157,82,67,74,
12158,74,70,61,
12159,77,73,64,
12160,75,73,60,
12161,80,71,66,
12162,83,68,71,
12163,100,79,94,
12164,117,89,114,
12165,110,88,101,
12166,124,120,119,
12167,171,172,167,
12168,203,198,194,
12169,211,200,206,
12170,217,204,213,
12171,219,206,215,
12172,222,206,216,
12173,209,196,205,
12174,205,192,201,
12175,216,205,213,
12176,211,207,208,
12177,133,129,130,
12178,158,153,157,
12179,156,150,154,
12180,136,130,134,
12181,100,89,95,
12182,92,75,85,
12183,100,76,92,
12184,109,77,100,
12185,121,82,111,
12186,130,80,118,
12187,139,82,127,
12188,141,84,127,
12189,139,82,127,
12190,145,88,133,
12191,148,89,133,
12192,150,89,133,
12193,147,84,127,
12194,146,84,125,
12195,155,97,135,
12196,161,100,141,
12197,167,95,132,
12198,160,70,79,
12199,172,75,69,
12200,167,73,65,
12201,168,74,62,
12202,175,74,66,
12203,154,71,63,
12204,153,75,65,
12205,179,75,66,
12206,183,77,63,
12207,188,76,65,
12208,186,73,65,
12209,188,74,64,
12210,192,75,66,
12211,190,72,62,
12212,192,75,66,
12213,193,74,66,
12214,194,75,67,
12215,188,74,64,
12216,185,75,62,
12217,181,75,62,
12218,176,74,62,
12219,171,75,61,
12220,165,76,60,
12221,165,76,58,
12222,164,78,63,
12223,171,79,66,
12224,175,82,65,
12225,233,189,142,
12226,212,192,131,
12227,195,191,153,
12228,119,121,99,
12229,86,89,70,
12230,90,96,94,
12231,95,105,97,
12232,82,91,86,
12233,90,99,94,
12234,89,96,88,
12235,121,129,118,
12236,99,102,93,
12237,83,85,74,
12238,85,87,76,
12239,85,86,78,
12240,97,108,100,
12241,93,104,96,
12242,92,103,95,
12243,102,114,104,
12244,104,116,106,
12245,100,113,106,
12246,85,86,80,
12247,93,78,99,
12248,134,94,154,
12249,135,91,150,
12250,147,102,159,
12251,155,110,169,
12252,141,96,155,
12253,140,95,154,
12254,153,108,165,
12255,146,103,159,
12256,144,103,159,
12257,146,105,163,
12258,144,100,153,
12259,137,92,147,
12260,138,104,154,
12261,88,72,85,
12262,145,124,157,
12263,128,91,142,
12264,131,93,144,
12265,125,87,136,
12266,123,85,134,
12267,124,86,133,
12268,123,85,132,
12269,127,88,135,
12270,127,88,135,
12271,134,92,140,
12272,132,90,138,
12273,128,86,134,
12274,128,89,134,
12275,133,94,138,
12276,116,85,119,
12277,89,73,83,
12278,73,70,63,
12279,74,69,65,
12280,77,68,71,
12281,91,71,83,
12282,119,85,109,
12283,122,82,116,
12284,127,78,123,
12285,121,82,113,
12286,123,110,120,
12287,137,137,135,
12288,135,130,126,
12289,149,149,141,
12290,215,210,206,
12291,219,211,209,
12292,208,203,200,
12293,194,188,188,
12294,174,173,171,
12295,146,146,144,
12296,114,119,113,
12297,92,97,90,
12298,94,95,89,
12299,83,78,74,
12300,76,68,65,
12301,89,77,81,
12302,92,72,84,
12303,107,79,101,
12304,108,75,104,
12305,121,79,115,
12306,128,77,118,
12307,140,83,126,
12308,136,79,122,
12309,138,83,125,
12310,141,84,127,
12311,137,80,121,
12312,137,80,121,
12313,137,79,120,
12314,149,88,130,
12315,154,94,132,
12316,159,98,140,
12317,170,108,147,
12318,152,89,106,
12319,141,71,69,
12320,150,71,64,
12321,168,74,66,
12322,170,72,61,
12323,157,72,65,
12324,145,71,60,
12325,177,79,68,
12326,197,76,67,
12327,192,75,65,
12328,189,77,65,
12329,190,76,65,
12330,194,76,66,
12331,192,74,64,
12332,192,74,64,
12333,195,74,65,
12334,193,75,65,
12335,188,74,63,
12336,187,77,64,
12337,178,75,60,
12338,173,76,60,
12339,169,76,59,
12340,166,75,57,
12341,169,73,57,
12342,166,78,66,
12343,165,76,62,
12344,167,93,68,
12345,226,202,142,
12346,203,183,122,
12347,207,191,140,
12348,203,196,144,
12349,102,102,68,
12350,95,98,91,
12351,101,109,94,
12352,88,92,91,
12353,91,96,92,
12354,101,107,103,
12355,81,87,83,
12356,101,104,95,
12357,75,77,66,
12358,77,79,68,
12359,84,86,75,
12360,86,98,86,
12361,85,96,88,
12362,90,101,95,
12363,106,117,111,
12364,100,110,101,
12365,104,114,115,
12366,80,81,75,
12367,98,80,106,
12368,136,97,154,
12369,143,99,158,
12370,144,99,158,
12371,139,94,153,
12372,147,102,159,
12373,141,96,155,
12374,147,102,161,
12375,148,103,160,
12376,154,106,166,
12377,149,104,161,
12378,147,99,157,
12379,136,91,146,
12380,136,99,143,
12381,141,111,149,
12382,104,81,109,
12383,130,92,141,
12384,124,86,133,
12385,124,86,133,
12386,119,81,128,
12387,128,90,137,
12388,121,83,130,
12389,129,90,137,
12390,132,93,140,
12391,133,91,139,
12392,126,84,132,
12393,129,90,137,
12394,134,97,140,
12395,126,87,131,
12396,118,89,120,
12397,85,69,82,
12398,77,68,71,
12399,87,69,83,
12400,124,91,120,
12401,115,75,112,
12402,127,82,123,
12403,128,80,122,
12404,132,80,128,
12405,130,78,117,
12406,123,84,115,
12407,106,81,103,
12408,103,85,101,
12409,118,118,118,
12410,123,128,122,
12411,135,140,133,
12412,119,127,114,
12413,122,130,117,
12414,99,111,97,
12415,115,129,114,
12416,101,115,102,
12417,104,116,106,
12418,91,96,89,
12419,80,79,75,
12420,82,72,73,
12421,90,73,81,
12422,96,73,89,
12423,106,73,100,
12424,112,75,106,
12425,118,77,111,
12426,129,81,121,
12427,129,76,118,
12428,133,80,122,
12429,136,81,123,
12430,136,81,123,
12431,130,78,117,
12432,129,77,116,
12433,132,77,117,
12434,144,86,127,
12435,149,91,129,
12436,159,103,142,
12437,159,104,143,
12438,141,97,124,
12439,134,87,97,
12440,133,72,69,
12441,150,70,61,
12442,175,74,62,
12443,168,73,67,
12444,144,70,61,
12445,168,80,68,
12446,191,72,64,
12447,190,76,65,
12448,196,75,66,
12449,197,74,66,
12450,196,75,66,
12451,193,75,65,
12452,193,75,65,
12453,194,73,64,
12454,194,76,66,
12455,187,73,62,
12456,187,77,64,
12457,179,75,62,
12458,173,76,60,
12459,168,72,56,
12460,169,76,59,
12461,170,77,60,
12462,171,75,61,
12463,155,83,58,
12464,223,183,134,
12465,213,191,133,
12466,211,190,133,
12467,201,187,126,
12468,202,188,125,
12469,192,184,145,
12470,101,101,89,
12471,89,91,77,
12472,97,95,96,
12473,91,93,82,
12474,79,84,77,
12475,98,100,97,
12476,102,105,98,
12477,78,79,71,
12478,79,81,70,
12479,85,87,76,
12480,92,104,90,
12481,109,121,109,
12482,98,109,103,
12483,108,117,116,
12484,91,100,95,
12485,113,118,122,
12486,82,81,79,
12487,110,86,118,
12488,142,103,158,
12489,142,98,157,
12490,149,104,163,
12491,147,102,161,
12492,147,102,161,
12493,147,102,161,
12494,148,103,162,
12495,150,100,161,
12496,145,95,156,
12497,153,104,160,
12498,149,99,160,
12499,142,95,149,
12500,139,98,140,
12501,142,101,161,
12502,84,65,85,
12503,144,107,151,
12504,120,83,126,
12505,117,80,123,
12506,120,83,127,
12507,125,87,136,
12508,122,84,131,
12509,128,90,137,
12510,130,91,138,
12511,133,91,141,
12512,131,89,137,
12513,129,90,135,
12514,128,89,133,
12515,125,86,130,
12516,113,87,116,
12517,95,74,91,
12518,97,74,92,
12519,110,77,106,
12520,122,81,115,
12521,125,79,116,
12522,123,77,116,
12523,126,82,118,
12524,122,80,116,
12525,129,85,121,
12526,124,80,115,
12527,119,75,111,
12528,120,79,113,
12529,142,109,138,
12530,101,78,98,
12531,104,87,97,
12532,127,123,122,
12533,121,135,122,
12534,110,128,114,
12535,115,132,116,
12536,112,128,117,
12537,115,128,118,
12538,92,99,91,
12539,74,75,69,
12540,84,74,75,
12541,91,71,82,
12542,101,74,93,
12543,109,75,102,
12544,117,76,108,
12545,121,77,112,
12546,124,78,117,
12547,126,78,120,
12548,128,80,122,
12549,130,79,120,
12550,129,78,119,
12551,124,74,112,
12552,124,74,112,
12553,129,77,116,
12554,136,79,120,
12555,144,86,127,
12556,149,94,133,
12557,149,95,127,
12558,143,94,126,
12559,143,95,121,
12560,127,69,68,
12561,146,74,62,
12562,163,73,62,
12563,172,75,66,
12564,169,74,70,
12565,159,71,59,
12566,175,78,62,
12567,187,77,64,
12568,197,79,69,
12569,197,74,66,
12570,196,75,66,
12571,193,76,66,
12572,193,76,66,
12573,194,73,64,
12574,196,73,65,
12575,190,76,65,
12576,186,76,63,
12577,175,78,62,
12578,176,79,63,
12579,171,75,59,
12580,170,77,60,
12581,167,80,61,
12582,175,82,65,
12583,207,152,113,
12584,221,198,131,
12585,202,183,117,
12586,205,186,127,
12587,201,182,123,
12588,211,191,132,
12589,196,185,140,
12590,92,91,63,
12591,90,89,61,
12592,94,89,67,
12593,93,96,79,
12594,89,96,78,
12595,82,84,71,
12596,97,98,90,
12597,83,85,74,
12598,79,80,72,
12599,79,80,72,
12600,89,101,89,
12601,97,109,99,
12602,112,123,117,
12603,85,94,91,
12604,95,101,97,
12605,88,89,93,
12606,79,75,74,
12607,112,86,121,
12608,141,102,157,
12609,142,98,157,
12610,145,100,159,
12611,145,100,159,
12612,144,99,158,
12613,141,96,155,
12614,148,103,162,
12615,150,100,161,
12616,152,100,162,
12617,151,100,159,
12618,153,103,164,
12619,148,101,155,
12620,144,100,149,
12621,140,95,154,
12622,106,80,109,
12623,162,130,171,
12624,126,89,133,
12625,121,84,127,
12626,115,78,119,
12627,123,86,129,
12628,120,82,129,
12629,124,86,133,
12630,126,89,133,
12631,125,88,131,
12632,127,90,134,
12633,128,89,134,
12634,125,86,131,
12635,131,92,137,
12636,118,84,119,
12637,109,79,103,
12638,103,71,95,
12639,111,72,103,
12640,120,76,111,
12641,125,79,116,
12642,126,78,118,
12643,123,77,114,
12644,122,78,114,
12645,126,82,118,
12646,124,78,115,
12647,119,73,110,
12648,124,77,119,
12649,122,81,121,
12650,119,82,116,
12651,111,77,104,
12652,105,76,96,
12653,97,86,92,
12654,108,107,105,
12655,119,129,120,
12656,128,142,129,
12657,116,126,115,
12658,85,91,81,
12659,74,75,69,
12660,81,70,74,
12661,93,71,84,
12662,101,73,95,
12663,113,78,108,
12664,126,82,117,
12665,123,79,115,
12666,121,75,112,
12667,125,77,115,
12668,128,78,116,
12669,126,78,116,
12670,121,73,111,
12671,124,76,114,
12672,124,78,115,
12673,127,79,117,
12674,135,88,124,
12675,132,85,119,
12676,134,84,119,
12677,131,85,113,
12678,142,97,128,
12679,146,102,129,
12680,138,86,99,
12681,141,76,74,
12682,155,75,64,
12683,162,79,65,
12684,159,77,63,
12685,160,94,72,
12686,167,114,83,
12687,164,86,63,
12688,189,78,67,
12689,195,78,68,
12690,193,76,66,
12691,198,77,66,
12692,196,78,66,
12693,193,75,65,
12694,194,76,66,
12695,191,77,66,
12696,187,77,64,
12697,187,77,64,
12698,178,78,63,
12699,170,79,61,
12700,176,79,63,
12701,167,80,60,
12702,167,96,68,
12703,219,181,134,
12704,213,192,127,
12705,212,191,128,
12706,199,179,120,
12707,205,183,125,
12708,216,195,130,
12709,218,200,138,
12710,211,199,139,
12711,213,201,141,
12712,209,198,144,
12713,201,197,150,
12714,93,91,66,
12715,94,95,81,
12716,86,90,75,
12717,93,97,82,
12718,79,81,67,
12719,79,80,66,
12720,95,107,97,
12721,90,101,93,
12722,98,109,103,
12723,101,110,105,
12724,92,99,92,
12725,91,92,94,
12726,81,77,74,
12727,111,85,122,
12728,144,105,162,
12729,146,102,161,
12730,144,99,158,
12731,146,101,160,
12732,142,97,156,
12733,145,100,159,
12734,146,101,160,
12735,154,104,165,
12736,155,103,165,
12737,156,104,168,
12738,154,102,164,
12739,150,101,156,
12740,146,99,154,
12741,138,94,147,
12742,128,91,132,
12743,151,124,159,
12744,128,90,137,
12745,118,81,124,
12746,113,79,114,
12747,111,77,110,
12748,116,80,118,
12749,115,81,118,
12750,112,80,117,
12751,110,78,117,
12752,106,74,111,
12753,113,79,116,
12754,122,85,126,
12755,120,83,126,
12756,119,85,120,
12757,104,74,98,
12758,103,74,94,
12759,112,78,102,
12760,115,76,105,
12761,118,77,109,
12762,125,81,116,
12763,122,76,113,
12764,121,77,113,
12765,125,81,117,
12766,123,77,113,
12767,120,74,111,
12768,122,78,114,
12769,121,84,118,
12770,114,77,110,
12771,112,73,104,
12772,106,72,99,
12773,103,74,94,
12774,93,73,82,
12775,76,71,67,
12776,71,73,62,
12777,87,87,79,
12778,83,80,73,
12779,77,72,66,
12780,86,73,80,
12781,94,71,87,
12782,103,75,98,
12783,106,71,103,
12784,114,72,108,
12785,121,77,113,
12786,124,78,115,
12787,122,75,111,
12788,122,75,111,
12789,123,76,112,
12790,122,75,111,
12791,124,76,114,
12792,123,76,112,
12793,123,79,114,
12794,120,79,109,
12795,119,76,104,
12796,127,82,111,
12797,133,89,116,
12798,135,92,120,
12799,137,95,119,
12800,142,99,116,
12801,129,83,83,
12802,141,92,75,
12803,151,107,82,
12804,165,126,93,
12805,186,158,118,
12806,186,157,113,
12807,202,149,115,
12808,166,92,65,
12809,184,85,66,
12810,192,79,65,
12811,194,83,66,
12812,191,80,63,
12813,190,80,63,
12814,187,80,64,
12815,189,82,66,
12816,183,82,64,
12817,185,78,62,
12818,177,95,71,
12819,152,81,53,
12820,160,86,59,
12821,169,109,73,
12822,215,178,133,
12823,205,183,126,
12824,212,188,126,
12825,207,185,127,
12826,208,186,128,
12827,212,190,130,
12828,224,204,143,
12829,218,196,136,
12830,216,195,132,
12831,219,197,137,
12832,212,192,129,
12833,222,206,147,
12834,216,207,150,
12835,116,119,88,
12836,114,122,107,
12837,89,96,80,
12838,84,87,70,
12839,80,81,63,
12840,91,103,91,
12841,108,119,111,
12842,92,103,97,
12843,90,99,94,
12844,87,94,87,
12845,81,82,84,
12846,78,74,71,
12847,116,90,127,
12848,143,104,161,
12849,145,101,160,
12850,153,108,167,
12851,146,101,160,
12852,142,97,156,
12853,144,99,158,
12854,145,100,159,
12855,151,101,162,
12856,153,102,161,
12857,154,102,166,
12858,155,104,163,
12859,156,105,161,
12860,149,98,155,
12861,142,99,152,
12862,133,95,136,
12863,136,110,149,
12864,144,107,151,
12865,121,84,127,
12866,113,82,116,
12867,110,79,110,
12868,111,81,109,
12869,108,77,108,
12870,104,75,105,
12871,103,76,107,
12872,102,76,105,
12873,102,76,105,
12874,105,76,106,
12875,106,77,108,
12876,99,73,100,
12877,91,71,83,
12878,94,74,85,
12879,96,74,87,
12880,99,72,91,
12881,104,75,95,
12882,109,77,98,
12883,118,82,108,
12884,118,77,111,
12885,121,80,112,
12886,118,77,109,
12887,118,77,109,
12888,118,77,107,
12889,116,82,107,
12890,110,80,104,
12891,110,77,104,
12892,109,79,107,
12893,107,78,98,
12894,92,70,82,
12895,83,71,71,
12896,79,72,66,
12897,74,69,63,
12898,75,68,62,
12899,80,69,65,
12900,84,71,78,
12901,93,70,86,
12902,109,81,106,
12903,109,74,106,
12904,116,76,111,
12905,116,72,108,
12906,127,79,117,
12907,122,76,113,
12908,122,78,113,
12909,119,75,110,
12910,123,79,114,
12911,119,75,110,
12912,120,76,109,
12913,120,79,109,
12914,110,74,100,
12915,117,77,101,
12916,119,79,103,
12917,125,85,111,
12918,127,85,109,
12919,135,92,112,
12920,143,102,116,
12921,131,97,95,
12922,151,124,105,
12923,153,128,98,
12924,162,132,96,
12925,168,136,95,
12926,196,163,118,
12927,205,177,129,
12928,204,170,125,
12929,199,133,98,
12930,185,87,62,
12931,194,82,62,
12932,198,81,63,
12933,199,76,61,
12934,205,79,65,
12935,201,77,65,
12936,197,79,65,
12937,183,83,60,
12938,206,148,108,
12939,209,171,124,
12940,212,174,127,
12941,201,174,119,
12942,212,191,134,
12943,212,192,133,
12944,214,192,132,
12945,209,187,129,
12946,213,191,133,
12947,218,197,134,
12948,221,200,135,
12949,224,205,139,
12950,206,188,124,
12951,215,195,132,
12952,221,201,142,
12953,224,204,141,
12954,215,199,124,
12955,204,203,155,
12956,105,114,95,
12957,102,109,91,
12958,96,99,82,
12959,89,90,74,
12960,98,108,97,
12961,92,105,95,
12962,104,117,110,
12963,97,106,103,
12964,85,89,88,
12965,78,80,75,
12966,79,73,73,
12967,114,86,124,
12968,142,103,160,
12969,142,98,157,
12970,145,100,159,
12971,149,101,161,
12972,149,104,163,
12973,144,99,158,
12974,146,98,158,
12975,150,100,163,
12976,150,98,160,
12977,152,100,162,
12978,155,104,163,
12979,157,108,164,
12980,156,107,163,
12981,149,106,159,
12982,129,92,135,
12983,116,84,125,
12984,139,103,147,
12985,130,94,138,
12986,126,94,133,
12987,117,87,123,
12988,106,79,112,
12989,103,77,106,
12990,103,77,102,
12991,99,75,99,
12992,101,77,103,
12993,100,76,98,
12994,97,73,99,
12995,93,71,94,
12996,94,75,94,
12997,81,69,73,
12998,83,71,75,
12999,85,70,77,
13000,89,74,81,
13001,92,71,80,
13002,95,73,85,
13003,104,75,95,
13004,119,78,108,
13005,115,76,105,
13006,110,74,100,
13007,112,73,104,
13008,114,75,104,
13009,111,82,104,
13010,98,69,91,
13011,106,73,100,
13012,110,80,106,
13013,101,75,100,
13014,89,71,85,
13015,82,70,72,
13016,78,75,70,
13017,73,72,67,
13018,73,70,61,
13019,79,71,68,
13020,87,75,79,
13021,95,72,88,
13022,98,70,93,
13023,143,108,140,
13024,113,71,107,
13025,118,74,110,
13026,122,74,112,
13027,126,80,117,
13028,122,78,113,
13029,120,79,111,
13030,117,73,106,
13031,117,76,108,
13032,117,76,106,
13033,111,75,101,
13034,108,75,96,
13035,111,76,96,
13036,112,77,97,
13037,113,75,98,
13038,126,87,108,
13039,126,85,103,
13040,136,95,109,
13041,134,97,104,
13042,146,117,103,
13043,161,134,104,
13044,162,138,102,
13045,169,141,102,
13046,183,159,111,
13047,204,177,124,
13048,212,182,130,
13049,208,178,126,
13050,216,176,127,
13051,183,124,84,
13052,185,100,71,
13053,194,88,64,
13054,202,87,68,
13055,195,86,65,
13056,176,90,63,
13057,186,128,90,
13058,218,188,134,
13059,202,182,121,
13060,207,181,122,
13061,208,187,124,
13062,212,188,126,
13063,216,192,130,
13064,216,194,134,
13065,212,190,132,
13066,215,193,135,
13067,221,199,139,
13068,216,195,132,
13069,215,195,132,
13070,219,199,136,
13071,222,202,139,
13072,219,203,141,
13073,213,194,128,
13074,222,198,136,
13075,213,203,150,
13076,106,110,75,
13077,97,104,86,
13078,90,95,75,
13079,90,91,75,
13080,80,86,72,
13081,98,110,96,
13082,102,115,106,
13083,86,95,94,
13084,94,98,97,
13085,78,79,73,
13086,82,73,78,
13087,120,89,130,
13088,143,99,158,
13089,149,104,163,
13090,150,102,162,
13091,148,100,160,
13092,149,101,161,
13093,148,100,160,
13094,151,101,162,
13095,152,101,167,
13096,148,98,161,
13097,159,109,170,
13098,157,107,166,
13099,159,110,166,
13100,166,121,178,
13101,156,113,166,
13102,131,94,138,
13103,117,84,127,
13104,145,109,153,
13105,135,102,145,
13106,134,103,144,
13107,123,93,131,
13108,115,85,123,
13109,110,80,114,
13110,106,80,107,
13111,98,72,97,
13112,99,77,98,
13113,97,76,95,
13114,99,77,100,
13115,95,78,97,
13116,84,71,80,
13117,81,69,69,
13118,83,71,71,
13119,83,69,69,
13120,85,71,70,
13121,87,71,71,
13122,84,67,75,
13123,97,72,93,
13124,111,74,105,
13125,101,65,93,
13126,106,72,96,
13127,101,72,92,
13128,107,78,96,
13129,108,81,98,
13130,96,69,86,
13131,100,76,92,
13132,99,74,93,
13133,97,73,95,
13134,90,72,86,
13135,88,73,78,
13136,84,74,73,
13137,76,66,64,
13138,79,70,63,
13139,80,70,68,
13140,90,73,81,
13141,98,73,92,
13142,103,75,97,
13143,103,69,96,
13144,116,75,109,
13145,125,79,115,
13146,126,79,115,
13147,121,75,112,
13148,123,79,114,
13149,118,74,109,
13150,121,76,109,
13151,117,73,106,
13152,116,77,108,
13153,106,72,97,
13154,105,73,94,
13155,108,75,94,
13156,111,77,94,
13157,114,77,95,
13158,123,84,103,
13159,120,81,99,
13160,126,88,101,
13161,125,89,99,
13162,127,94,89,
13163,156,130,105,
13164,160,140,105,
13165,167,143,105,
13166,202,178,132,
13167,204,177,124,
13168,239,208,151,
13169,206,180,121,
13170,215,184,127,
13171,206,170,118,
13172,214,178,126,
13173,246,201,144,
13174,248,199,140,
13175,247,202,145,
13176,245,200,143,
13177,226,191,133,
13178,215,191,129,
13179,205,183,125,
13180,209,185,125,
13181,218,194,134,
13182,208,186,126,
13183,215,193,133,
13184,218,196,136,
13185,213,191,131,
13186,218,196,136,
13187,219,198,135,
13188,220,199,136,
13189,222,201,138,
13190,221,200,137,
13191,219,198,135,
13192,217,199,133,
13193,222,203,135,
13194,220,199,134,
13195,208,193,134,
13196,165,164,118,
13197,101,105,88,
13198,92,94,80,
13199,93,94,78,
13200,76,79,62,
13201,105,113,98,
13202,91,104,95,
13203,97,106,105,
13204,87,89,88,
13205,80,80,72,
13206,83,70,80,
13207,128,92,138,
13208,142,98,157,
13209,147,102,161,
13210,143,93,154,
13211,146,96,157,
13212,146,96,157,
13213,148,98,159,
13214,148,98,159,
13215,148,100,162,
13216,159,111,173,
